Codigo,Clase,Familia,Descripcion,Tallas,Marca,Color,Composicion,Precio_reg,Precio_final
313643,BOLSAS,CRUZADA,BOLSA GUESS FACTORY JARSON CROSSBODY FLAP,10,GUESS FACTORY,NEGRO,PVC 100%.,1899,1899
313651,BOLSAS,CRUZADA,BOLSA GUESS FACTORY JOZLYN MINI CROSSBODY TOP ZIP,10,GUESS FACTORY,NEGRO,POLIURETANO 100%.,1999,1999
313652,BOTTOMS JUVENIL,LEE,ECOMM JEANS SLIM FIT CON SLENDER COLOR INDIGO MEDIO MARCA LEE,50/70/90/110/130/150,LEE,INDIGO,ALGODON 67 %. POLIESTER 28 %. VISCOSA 3 %. ELASTANO 2 %.,799,799
313653,BOLSAS,CRUZADA,BOLSA GUESS FACTORY JOZLYN MINI CROSSBODY TOP ZIP,10,GUESS FACTORY,ROJO,POLIURETANO 100%.,1999,1999
313657,VESTIDO JUVENIL,VESTIDO CASUAL,FM VESTIDO MANGA LARGA GLOBO,70/90/110,JACOB,NEGRO,POLIESTER 100%.,349,49
313658,VERANO JUVENIL,SHORT,ECOMM  RTF  SHORT DE MEZCLILLA SUELTO,70/90/110,STRONA FAST FASHION,AZUL MEZCLILLA,ALGODON 85%. ELASTANO 15%.,349,349
313662,VERANO JUVENIL,SHORT,"ECOMM  RTF  MINI FALDA, CON BOLSAS AL FRENTE",70/90/110,STRONA FAST FASHION,OLIVO,ALGODON 100%.,349,349
313668,VERANO JUVENIL,SHORT,ECOMM  RTF  SHORT TIPO MEZCLILLA  PLATEADO,70/90/110/130,STRONA FAST FASHION,PLATEADO,ALGODON 73%. POLIESTER 23%. VISCOSA 3%. ELASTANO 1%.,349,349
313674,BOLSAS,DE MANO,EXCLUSIVO ECOMMERCE BOLSA DE MANO TEJIDA DE PU COLOR CAFÉ,10,JENNIFER LOPEZ,BROWN,POLYURETHANE 100%.,799,799
313677,BOLSAS,DE MANO,EXCLUSIVO ECOMMERCE BOLSA DE MANO TEJIDA DE PU COLOR OLIVO,10,JENNIFER LOPEZ,OLIVE,POLYURETHANE 100%.,799,799
313681,BOTTOMS JUVENIL,BOY LONDON GABARDINA,"PANTALON JUVENIL GABARDINA 5 BOLSAS, CON PRETINA ANCHA DE 3 BOTONES.MARCA BOY LONDON",30/50/70/90/110/130,BOY LONDON,NEGRO,ALGODON 78%. POLIESTER 20%. ELASTANO 2%.,599,599
313690,BOLSAS,DE MANO,EXCLUSIVO ECOMMERCE BOLSA DE MANO TEJIDA DE PU COLOR VINO,10,JENNIFER LOPEZ,WINE,POLYURETHANE 100%.,799,799
313691,VERANO JUVENIL,BOLSA DE PLAYA,"FM, BOLSO DE LONA DE ALGODÓN CON ESTAMPADO DE CORAZONES, CON BOLSA CON CIERRE Y BOLSILLO CON CREMALLERA EN LA PARTE TRASERA",10,HAPPY LIFE,WHITE,COTTON 100%.,229,229
313694,VERANO JUVENIL,JUMPER,ECOMM  RTF  SET BLUSA CORTA CON BOTONES A CUADROS Y FALDA,70/90/110,STRONA FAST FASHION,ROSA,ACRILICO 42%. POLIESTER 30%. POLIAMIDA 28%.,399,399
313695,VESTIDO JUVENIL,VESTIDO NOCHE,ECOM VESTIDO LARGO CON TUL BORDADO EN PARTE ALTA MARCA SIENTEME,70/90/110/130/150,SIENTEME,DURAZNO,POLIESTER 100%.,879,879
313699,INVIERNO LIGERO,SHORT FALDA,ECOMM  RTF  SHORT FALTA CORTA  DISEÑO A CUADROS,70/90/110/130,STRONA FAST FASHION,CAFE,POLIESTER 90%. METAL 10%.,349,349
313706,UNIFORMES COPPEL,DAMAS,CHALECO PARA GTE DAMA TIENDAS MOD 2016 DE PUNTITOS AZUL CIELO,240/260/280/300/320/340/360/380/400/420/440,SHYLA,AZUL MARINO,ALGODON 100%.,799,799
313711,INVIERNO LIGERO,SHORT FALDA,ECOMM  RTF  SHORT FALDA  CORTA DISEÑO A CUADROS,50/70/90/110/130,STRONA FAST FASHION,BLACK AND WHITE,ALGODON 100%.,349,349
313725,BOLSAS,DE MANO,BOLSA GUESS FACTORY BROOKER SATCHEL,10,GUESS FACTORY,NEGRO,POLIURETANO 100%.,2999,2999
313730,BOLSAS,DE MANO,EXCLUSIVO ECOMMERCE BOLSA DE MANO TEJIDA DE PU COLOR BEIGE,10,JENNIFER LOPEZ,BEIGE,POLYURETHANE 100%.,799,799
313738,BOLSAS,DE MANO,EXCLUSIVO ECOMMERCE BOLSA DE MANO TEJIDA DE PU COLOR NAVY,10,JENNIFER LOPEZ,NAVY,POLYURETHANE 100%.,799,799
313746,BOLSAS,DE MANO,BOLSA GUESS FACTORY DORETTA SATCHEL,10,GUESS FACTORY,ROJO QUEMADO,POLIURETANO 100%.,2699,2699
313749,BOLSAS,DE MANO,BOLSA GUESS FACTORY DORETTA SATCHEL,10,GUESS FACTORY,NEGRO,POLIURETANO 100%.,2699,2699
313750,BOLSAS,DE MANO,EXCLUSIVO ECOMMERCE BOLSA DE MANO TEJIDA DE PU COLOR OFFWHITE,10,JENNIFER LOPEZ,OFFWHITE,POLYURETHANE 100%.,799,799
313751,BOLSAS,DE MANO,BOLSA GUESS FACTORY DORETTA SATCHEL,10,GUESS FACTORY,BLANCO,POLIURETANO 100%.,2599,2599
313754,VESTIDO JUVENIL,VESTIDO NOCHE,ECOM VESTIDO LARGO CON TIRANTES Y BORDADO EN PARTE ALTA MARCA SIENTEME,70/90/110/130/150,SIENTEME,VINO,POLIESTER 96%. ELASTANO 4%.,849,849
313756,BOLSAS,DE MANO,BOLSA GUESS FACTORY DORETTA SATCHEL,10,GUESS FACTORY,VERDE OLIVO,POLIURETANO 100%.,2599,2599
313757,BLUSA JUVENIL,MODA ML,ECOMM CAMISOLA PARA DAMA MANGA LARGA  COLOR BLANCO MARCA LEE,70/90/110/130,LEE,BLANCO,ALGODON 100%.,769,769
313761,VERANO JUVENIL,BOLSA DE PLAYA,"FM, BOLSO DE LONA DE ALGODÓN THE FUTURE IS FEMALE, CON BOLSA CON CIERRE Y BOLSILLO CON CREMALLERA EN LA PARTE TRASERA.",10,HAPPY LIFE,WHITE,COTTON 100%.,229,229
313764,UNIFORMES COPPEL,DAMAS,PLAY DAMA VADUM MC PASA A MERMA OCT 2023,280/300/320/340/360/380/400/420/440,LIZAO,AZUL MARINO,POLIESTER 50 %. ALGODON 50 %.,249,249
313765,UNIFORMES COPPEL,DAMAS,PLAY DAMA VADUM MC GRIS PASA A MERMA OCT 2023,280/300/320/340/360/380/400/420/440,LIZAO,GRIS,POLIESTER 50 %. ALGODON 50 %.,249,249
313766,VESTIDO JUVENIL,VESTIDO CASUAL,FM VESTIDO ML GLOBO CUR OUT,70/90/110,JACOB,NEGRO,POLIESTER 100%.,349,139
313768,BOLSAS,DE MANO,BOLSA GUESS FACTORY DORETTA SATCHEL,10,GUESS FACTORY,CAFE CLARO,POLIURETANO 100%.,2599,2599
313783,BLUSA JUVENIL,MODA ML,ECOMM CAMISOLA PARA DAMA MANGA LARGA  COLOR NEGRO MARCA LEE,90/110/130,LEE,NEGRO,ALGODON 100 %.,769,769
313794,SOBREPRENDA,BLAZER,ECOMM  RTF  BLAZER LIGERO DAMA,70/90/110,SAHARA FAST FASHION,NEGRO,POLIESTER 100%.,479,479
313800,BLUSA JUVENIL,MODA SM,RTF BLUSA SIN MANGAS COPAS CUADRO GINHAM ROJO,70/90/110/130,STRONA FAST FASHION,ROJO,POLIESTER 100 %.,279,279
313805,BOLSAS,DE MANO,BOLSA GUESS FACTORY JAYDEN SATCHEL,10,GUESS FACTORY,BEIGE,POLIURETANO 100%.,2499,2499
313809,BOLSAS,DE MANO,BOLSA GUESS FACTORY TAMI SATCHEL,10,GUESS FACTORY,ROJO,POLIURETANO 100%.,2499,2499
313812,BOLSAS,DE MANO,BOLSA GUESS FACTORY TAMI SATCHEL,10,GUESS FACTORY,NEGRO,POLIURETANO 100%.,2499,2499
313814,BOLSAS,DE MANO,BOLSA GUESS FACTORY TAMI SATCHEL,10,GUESS FACTORY,CAFE CLARO,POLIURETANO 100%.,2499,2499
313815,VERANO JUVENIL,SET CASUAL,ECOMM  RTF  SET CASUAL DE BLUSA Y PANTALÓN,70/90/110/130,SAHARA FAST FASHION,BEIGE,POLIESTER 100%.,499,499
313816,BOLSAS,DE MANO,BOLSA GUESS FACTORY PHYLLIS SATCHEL,10,GUESS FACTORY,CAFE,POLIURETANO 100%.,2599,2599
313818,BLUSA JUVENIL,MODA MC,ECOMM  RTF  BLUSA CORTA CON MANGA CORTA,70/90/110/130,SAHARA FAST FASHION,VERDE,POLIESTER 100%.,329,329
313819,BLUSA JUVENIL,MODA ML,ECOMM  RTF  BLUSA CORTA  MANGA LARGA,70/80/90/110,SAHARA FAST FASHION,NEGRO,POLIESTER 100%.,349,349
313825,VESTIDO JUVENIL,VESTIDO NOCHE,ECOM VESTIDO LARGO CON TIRANTES Y DETALLE EN CINTURA MARCA NINA FERRE,50/70/90/110/130,NINA FERRE,ROJO,POLIESTER 100%.,879,629
313831,BOLSAS,DE MANO,BOLSA GUESS FACTORY JOZLYN SHOULDER,10,GUESS FACTORY,NEGRO,POLIURETANO 100%.,2199,2199
313832,BLUSA JUVENIL,MODA SM,ECOMM  RTF TOP DE MEZCLILLA TIPO CORSET,70/90/110,STRONA FAST FASHION,AZUL,POLIESTER 100%.,329,329
313834,SOBREPRENDA,BLAZER,C01FW25 BLAZER JENNIFER LOPEZ DE VESTIR COLOR BEIGE CON CUADROS DE TWEED CON UN BOTON Y BOLSO SIMULADO,70/90/110/130/150,JENNIFER LOPEZ,BEIGE,POLIESTER 90%. ALGODON 5%. VISCOSA 5%.,479,389
313840,BLUSA JUVENIL,MODA SM,ECOMM  RTF  TOP DE MEZCLILLA TIPO CORSET,70/90/110,STRONA FAST FASHION,AZUL CIELO,POLIESTER 100%.,329,329
313842,VESTIDO JUVENIL,VESTIDO CASUAL,FM VESTIDO ML CUT OUT,70/90/110,JACOB,MARINO,POLIESTER 100%.,349,99
313849,INVIERNO LIGERO,VESTIDO INVIERNO,"FM,PPB, CONJUNTO DE BLUSA Y FALDA DAMA DE COLOR ROJO A CUADROS",70/90/110/120/130,JOLIE & JOY BY FCT WITH LOVE,RED,POLYESTER 95%. SPANDEX 5%.,299,59
313853,BLUSA JUVENIL,MODA SM,ECOMM  RTF   TOP DE MEZCLILLA TIPO CORSET,70/90/110,STRONA FAST FASHION,AZUL,POLIESTER 100%.,329,329
313867,VESTIDO JUVENIL,VESTIDO NOCHE,ECOM VESTIDO LARGO CON TIRANTES Y BORDADO EN PARTE ALTA MARCA SIENTEME,70/90/110/130/150,SIENTEME,PALO DE ROSA,POLIESTER 100%.,879,629
313874,VESTIDO JUVENIL,VESTIDO NOCHE,ECOM VESTIDO LARGO EN TUL CON TRANSPARECIA EN CINTURA MARCA NINA FERRE,50/70/90/110/130,NINA FERRE,BEIGE,POLIESTER 100%.,879,879
313875,BLUSA JUVENIL,MODA SM,ECOMM  RTF TOP DE MEZCLILLA DE TIRANTES,50/70/90/110/130,STRONA FAST FASHION,AZUL,POLIESTER 100%.,319,319
313876,BLUSA JUVENIL,MODA SM,ECOMM  RTF  TOP DE TIRANTES DISEÑO POLKA DOTS,70/90/110,STRONA FAST FASHION,BLACK AND WHITE,POLIESTER 100%.,279,279
313877,VERANO JUVENIL,FALDA,RTF FALDA SHORT ENVOLVENTE CUADRO GINHAM ROJO,70/90/110/130,STRONA FAST FASHION,ROJO,POLIESTER 100 %.,299,299
313895,BOTTOMS JUVENIL,LEVIS,FW26 ECOMM  JEANS MARCA LEVIS 725 HIGH RISE BOOTCUT COLOR NEGRO 187590375,260/270/280/290/300/310,LEVIS,NEGRO,ALGODON 83 %. POLIESTER 15 %. ELASTANO 2 %.,1249,1249
313896,BLUSA JUVENIL,MODA ML,ECOMM  RTF  TOP TIPO HALTER,50/70/90/110,STRONA FAST FASHION,NEGRO,POLYESTER 100%.,299,299
313898,BLUSA JUVENIL,MODA ML,ECOMM  RTF  TOP CORTO  MANGA LARGA  TEJIDO,70/90/110,STRONA FAST FASHION,NEGRO,POLYESTER 100%.,399,399
313900,BLUSA JUVENIL,MODA ML,ECOMM  RTF  TOP CORTO  MANGA LARGA  ESCOTE,50/70/90/110/130,STRONA FAST FASHION,BLANCO,POLYESTER 100%.,319,319
313918,BOTTOMS JUVENIL,MODA,ECOMM  RTF  PANTALONES CARGO COLOR BEIGE,50/70/90/110/130,STRONA FAST FASHION,BEIGE,POLIESTER 100%.,479,479
313919,BOTTOMS JUVENIL,MODA,ECOMM  RTF  PANTALON TIPO CARGO COLOR VERDE,50/70/90/110/130,STRONA FAST FASHION,VERDE,POLIESTER 100%.,479,479
313920,BOTTOMS JUVENIL,MODA,ECOMM  RTF  PANTALON TIPO CARGO COLOR KHAKI,50/70/90/110/130,STRONA FAST FASHION,KHAKY,POLIESTER 100%.,479,479
313921,INVIERNO LIGERO,PANTALON,FW25 PANTALÓN INVIERNO STRONA PANTS WIDE LEG GRIS CLARO CON JARETAS Y RESORTE EN CINTURA,70/90/110/130,STRONA,LIGHT GRAY,POLYESTER 100%.,399,399
313927,INVIERNO LIGERO,VESTIDO INVIERNO,"FM,PPB, VESTIDO MANGA LARGA COLOR BLANCO",300/320/340/360,JOLIE & JOY BY FCT WITH LOVE,WHITE,POLYESTER 97%. SPANDEX 3%.,249,99
313935,BOTTOMS JUVENIL,MODA,ECOMM  RTF  PANTALÓN CON PINZAS Y PRESILLAS,70/90/110,STRONA FAST FASHION,KHAKY,POLIESTER 100%.,479,479
313936,BOTTOMS JUVENIL,MODA,ECOMM  RTF  PANTALÓN TIPO CARGO COLOR GRIS,70/90/110/130,STRONA FAST FASHION,GRIS,POLIESTER 100%.,479,479
313938,BLUSA JUVENIL,MODA SM,RTF BLUSA SIN MANGA STRAPLESS RAYAS AZULES,70/90/110/130,STRONA FAST FASHION,AZUL,ALGODON 80%. POLIESTER 20%.,219,219
313941,BOLSAS,CRUZADA,EXCLUSIVO ECOMMERCE BOLSA CRUZADA CON ESTUCTURA TIPO SAFARY Y FLAT AL FRENTE,10,JENNIFER LOPEZ,BLACK,POLYURETHANE 100%.,799,799
313957,BOTTOMS JUVENIL,MODA,ECOMM  RTF  PANTALÓN CON ELÁSTICO EN CINTURA,70/90/110/130,STRONA FAST FASHION,NEGRO,POLIESTER 100%.,479,479
313958,BOLSAS,CRUZADA,EXCLUSIVO ECOMMERCE BOLSA CRUZADA CON ESTUCTURA TIPO SAFARY Y FLAT AL FRENTE,10,JENNIFER LOPEZ,BROWN,POLYURETHANE 100%.,799,799
313959,BOLSAS,CRUZADA,EXCLUSIVO ECOMMERCE BOLSA CRUZADA CON ESTUCTURA TIPO SAFARY Y FLAT AL FRENTE,10,JENNIFER LOPEZ,OFFWHITE,POLYURETHANE 100%.,799,799
313960,PLAYERA JUVENIL,PLAYERA REGULAR MC,"OTB PLAYERA DE DAMA MANGA CORTA, LETRAS BORN TO BE AUTHENTIC PRINT + BORDADO",70/90/110/130,JENNIFER LOPEZ,WHITE,COTTON 100%.,199,199
313970,BOTTOMS JUVENIL,MODA,ECOMM  RTF  PANTALÓN ANCHO,30/50/70/90/110/130,STRONA FAST FASHION,KHAKY,POLIESTER 100%.,479,479
313971,VESTIDO JUVENIL,VESTIDO CASUAL,RTF VESTIDO CAMISERO CUADRO CHICO SAHARA CON CINTURÓN CAFÉ,70/90/110/130,SAHARA FAST FASHION,CAFE,VISCOSA 50%. POLIESTER 30%. LINO 20%.,499,499
313975,INVIERNO LIGERO,VESTIDO INVIERNO,"FM,PPB, VESTIDO MANGA LARGA COLOR NEGRO",300/320/340/360,JOLIE & JOY BY FCT WITH LOVE,BLACK,POLYESTER 97%. SPANDEX 3%.,249,79
313985,VERANO JUVENIL,SHORT,ECOMM RTF  SHORT DE MEZCLILLA,30/50/70/90/110,STRONA FAST FASHION,AZUL,POLYESTER 100%.,329,329
313991,INVIERNO LIGERO,VESTIDO INVIERNO,"FM,PPB, VESTIDO CON APERTURA EN HOMBRO COLOR ROJO",300/320/340/360,FULL CIRCLE TRENDS,RED,RAYON 80%. POLYESTER 20%.,299,179
314000,VERANO JUVENIL,SHORT,ECOMM  RTF  SHORT DE MEZCLILLA GRIS,70/90/110,STRONA FAST FASHION,GRIS,POLIESTER 100%.,329,329
314002,BOLSAS,DE HOMBRO,OTB BOLSA  YTPC COLOR CAFE CON FRANJA COLOR  MARINO EN MEDIO,10,YORK TEAM POLO CLUB,BROWN,POLYURETHANE 100%.,549,349
314010,VESTIDO JUVENIL,VESTIDO CASUAL,ECOMM  RTF  TOP DE TIRANTES DELGADOS,50/70/90/110/130,STRONA FAST FASHION,COBRE,POLIESTER 100%.,379,379
314015,VESTIDO JUVENIL,VESTIDO CASUAL,ECOMM  RTF TOP TIRANTES DELGADOS,70/90/110/130,STRONA FAST FASHION,ANIMAL PRINT,POLIESTER 100%.,379,379
314016,VERANO JUVENIL,JUMPER,ECOMM  RTF  JUMPER SHORT  TIRANTES DELGADOS  AMARILLO,50/70/90/110/130,STRONA FAST FASHION,AMARILLO,POLYESTER 100%.,379,379
314020,SOBREPRENDA,BLAZER,ECOMM RTF  BLAZER CORTO,70/90/110,STRONA FAST FASHION,NEGRO,POLIESTER 100%.,379,379
314023,SOBREPRENDA,BLAZER,ECOMM RTF  BLAZER CORTO,70/90/110,STRONA FAST FASHION,OLIVO,POLIESTER 100%.,379,379
314034,INVIERNO LIGERO,CHAMARRA LIGERA,ECOMM RTF CHAMARRA DE MEZCLILLA CON PELUCHE INTERIOR  AZUL CLARO,70/90/110/130,STRONA FAST FASHION,AZUL,POLYESTER 100%.,599,599
314035,PLAYERA JUVENIL,PLAYERA REGULAR SM,"OTB PLAYERA PLAYERA REGULAR SIN MANGA, COLOR BLANCO",50/70/90/110/130/150,REFILL,BLANCO,POLIESTER 95%. ELASTANO 5%.,159,99
314036,INVIERNO LIGERO,CHAMARRA LIGERA,ECOMM RTF  CHAMARRA DE MEZCLILLA CON PELUCHE INTERIOR,70/90/110/130,STRONA FAST FASHION,AZUL,POLYESTER 100%.,599,599
314039,BOLSAS,DE HOMBRO,OTB BOLSA JENNIFER LOPEZ COLOR CAFE CON PATRON DE COCODRILO EN RELIEVE CON PLACA DORADA DE MARCA,10,JENNIFER LOPEZ,BROWN,SYNTHETIC 100%.,499,499
314042,BOLSAS,DE HOMBRO,OTB BOLSA BEBE COLOR NEGRO CON FULL PRINT DE LOGO DE MARCA CON PLACA DORADA DE MARCA .,10,BEBE DTR,BLACK,POLYURETHANE 100%.,549,329
314047,BOLSAS,DE HOMBRO,OTB BOLSA BEBE COLOR NEGRO  CON PLACA DORADA DE LOGO DE MARCA.,10,BEBE DTR,BLACK,POLYURETHANE 100%.,599,599
314053,INVIERNO LIGERO,BLUSA INVIERNO,ECOMM  RTF  BLUSA CON BOTONES  MANGA LARGA  TIPO SUEDE,70/90/110,STRONA FAST FASHION,NEGRO,POLIESTER 100%.,459,459
314054,BOTTOMS JUVENIL,LEVIS,FW26 ECOMM  JEANS MARCA LEVIS 725 HIGH RISE BOOTCUT COLOR AZUL 187590174,260/270/280/290/300/310,LEVIS,AZUL,ALGODON 83 %. POLIESTER 15 %. ELASTANO 2 %.,1249,1249
314060,BLUSA JUVENIL,MODA ML,"FM, PPB, BODY DE UN SOLO HOMBRO CON COLOR BLANCO",70/90/110/130,SIN MARCA,WHITE,POLYESTER 95%. ELASTANO 5%.,99,99
314065,INVIERNO LIGERO,CHAMARRA LIGERA,FM. + PPB + COLORBLOCK HOODIE ZIP FRONT NYLON HACKET .CHAMARRA CON BOLSILLOS POR EL FRENTE BICOLOR.,70/90/110/130,SPOON JEANS,BLACK,NYLON 100 %.,449,299
314067,PLAYERA JUVENIL,PLAYERA REGULAR MC,OTB  PLAYERA JUVENIL REGULAR MC MARCA REFILL COLOR BLANCA CON ESTAMPADO TEDDY TRIBE,50/70/90/110/130,REFILL,BLANCO,ALGODON 100%.,199,199
314068,BLUSA JUVENIL,MODA MC,"FM,PPB, TOP CON CUELLO EN V Y ADORNO DE ENCAJE, FRENTE ABIERTO CON LAZO Y BOTONES",70/90/110/130,INNER CIRCLE,BLACK,COTTON 100%.,249,249
314075,ACCESORIOS,CARTERA,"FM,PPB, CARTERA NEGRA CON ESTAMPADO DE CORAZONES ROSAS MARCA XOXO",10,XOXO,BLACK,POLIURETANO 100 %.,359,359
314076,BLUSA JUVENIL,MODA MC,"FM,PPB, TOP DE CUELLO REDONDO CON DECORACIÓN DE PIEDRAS BRILLANTES COLOR NEGRO",70/90/110/130,JOLIE & JOY BY FCT WITH LOVE,BLACK,POLYESTER 95 %. ELASTANO 5 %.,149,149
314078,BLUSA JUVENIL,MODA MC,"FM,PPB, TOP DE CUELLO REDONDO CON DECORACIÓN DE PIEDRAS BRILLANTES COLOR GRIS",70/90/110/130,JOLIE & JOY BY FCT WITH LOVE,GREY,POLYESTER 95 %. ELASTANO 5 %.,149,149
314080,INVIERNO LIGERO,CHAMARRA LIGERA,FM + COLORBLOCK HOODIE ZIP FRONT NYLON HACKET + CHAMARRA CON BOLSILLOS POR EL FRENTE BICOLOR.,70/90/110/130,SPOON JEANS,OLIVE,NYLON 100 %.,449,449
314084,VESTIDO JUVENIL,VESTIDO CASUAL,RTF VESTIDO CAMISERO RAYAS SAHARA CON CINTURÓN CAFÉ,70/90/110/130,SAHARA FAST FASHION,CAFE,VISCOSA 50%. POLIESTER 30%. LINO 20%.,499,499
314088,BOLSAS,CRUZADA,"FM BOLSA CRUZADA STEVE MADDEN, VARIOS MODELOS Y COLORES",10,STEVE MADDEN,VARIOS,SINTETICO 100%.,1249,1249
314089,BLUSA JUVENIL,MODA MC,"FM,PPB, BODYSUIT MANGA CORTA CON ESPALDA DESCUBIERTA",70/90/110/130,JOLIE & JOY BY FCT WITH LOVE,WHITE,POLYESTER 95 %. ELASTANO 5 %.,229,229
314090,BLUSA JUVENIL,MODA MC,"FM, PPB, TOP CON MANGAS ABULLONADAS CON LAZOS DELANTEROS COLOR CORAL",70/90/110/130,JOLIE & JOY BY FCT WITH LOVE,CORAL,POLYESTER 100 %.,249,249
314098,BLUSA JUVENIL,MODA SM,"FM, PPB, STRAPLESS CON PLIEGUES A LOS LADOS COLOR BLANCA",70/90/110/130,JOLIE & JOY BY FCT WITH LOVE,WHITE,POLYESTER 95%. ELASTANO 5%.,199,199
314101,BLUSA JUVENIL,MODA SM,"FM, PPB, STRAPLESS CON PLIEGUES A LOS LADOS COLOR ROJO",70/90/110/130,JOLIE & JOY BY FCT WITH LOVE,RED,POLYESTER 95%. ELASTANO 5%.,199,199
314103,BLUSA JUVENIL,MODA SM,"FM, PPB, STRAPLESS CON PLIEGUES A LOS LADOS COLOR NEGRO",70/90/110/130,JOLIE & JOY BY FCT WITH LOVE,BLACK,POLYESTER 95%. ELASTANO 5%.,199,199
314104,BOLSAS,CRUZADA,"ECOMMER, BOLSA CRUZADA CROSS BODY GRAPE/222306000447",10,WESTIES,ROSA,POLIURETANO 100%.,1119,789
314115,BOLSAS,CRUZADA,"FM BOLSA CRUZADA STEVE MADDEN, VARIOS MODELOS Y COLORES",10,STEVE MADDEN,VARIOS,SINTETICO 100%.,1399,1399
314117,INVIERNO LIGERO,SUDADERA LIGERA,FM. CABLE KNIT POPOVER TOP. SUETER TIPO CROP TOP CON CUELLO ALTA.,70/90/110/130,LIKE AN ANGEL,CAMEL,POLYESTER 97%. SPANDEX 3%.,199,199
314122,INVIERNO LIGERO,SHORT FALDA,FW25 FALDA SHORT JENNIFER LOPEZ COLOR BEIGE CUADROS BEIGE CON NEGRO Y BLANCO BARBAS AL FRENTE CON BOTONES DE 6 Y AL FINAL DE LA FALDA CON BARBAS,70/90/110/130,JENNIFER LOPEZ,BEIGE,POLIESTER 90%. ALGODON 5%. VISCOSA 5%.,349,349
314131,ACCESORIOS,CARTERA,"FM,PPB, TARJETERO NEGRO CON ESTAMPADO DE CORAZONES ROSAS MARCA XOXO",10,XOXO,BLACK,POLIURETANO 100%.,289,159
314133,INVIERNO LIGERO,SUDADERA LIGERA,FM. CABLE KNIT POPOVER TOP. SUETER TIPO CROP TOP CON ABERTORA POR EL FRENTE,70/90/110/130,LIKE AN ANGEL,OLIVE,POLYESTER 97%. SPANDEX 3%.,199,199
314136,ACCESORIOS,CARTERA,"FM,PPB, CARTERA CAFE CON ESTAMPADO DE CORAZONES MARCA XOXO",10,XOXO,GREY,POLIURETANO 100 %.,359,359
314143,INVIERNO LIGERO,VESTIDO INVIERNO,FM. CAMO PRINTED FLANNEL TUNIC. DISEÑO DE CAMOUFLAJE BLUSA LARGA.,70/90/110/120,SPOON JEANS,OLIVE,COTTON 60 %. POLYESTER 40 %.,369,229
314149,BLUSA JUVENIL,MODA SM,"FM, PPB, TOP STRAPLESS COLOR AZUL ESTILO VAQUERO",70/90/110/130,JOLIE & JOY BY FCT WITH LOVE,MID BLUE,COTTON 70%. POLYESTER 28%. ELASTANO 2%.,199,199
314165,VESTIDO JUVENIL,VESTIDO CASUAL,RTF VESTIDO CAMISERO CUADRO GRANDE SAHARA CON CINTURÓN CAFÉ,70/90/110/130,SAHARA FAST FASHION,CAFE,VISCOSA 50%. POLIESTER 30%. LINO 20%.,499,499
314168,BLUSA JUVENIL,MODA SM,"FM,PPB,TOP STRAPLESS EN DISEÑO ANIMAL PRINT",70/90/110/130,JOLIE & JOY BY FCT WITH LOVE,ANIMAL PRINT,POLIESTER 95%. ELASTANO 5%.,229,229
314200,BOTTOMS JUVENIL,MODA,"FM,PPB, PANTALÓN DEPORTIVO CON RAYAS LATERALES Y CORDÓN AJUSTABLE, LAZOS Y ABERTURAS LATERALES COLOR ROJO",70/90/110/130,JOLIE & JOY BY FCT WITH LOVE,RED,POLIESTER 100 %.,379,379
314201,BOTTOMS JUVENIL,MODA,"FM,PPB, PANTALÓN DEPORTIVO CON RAYAS LATERALES Y CORDÓN AJUSTABLE, LAZOS Y ABERTURAS LATERALES COLOR NEGRO",70/90/110/130,JOLIE & JOY BY FCT WITH LOVE,BLACK,POLIESTER 100 %.,379,379
314204,BOTTOMS JUVENIL,MODA,"FM, PPB, PANTALÓN GAUCHO CORTO CON ESPALDA FRUNCIDA",70/90/110/130,JOLIE & JOY BY FCT WITH LOVE,BLACK,POLIESTER 100 %.,399,399
314208,BOTTOMS JUVENIL,MODA,"FM, PPB, PANTALÓN GAUCHO CORTO CON ESPALDA FRUNCIDA COLOR TAUPE",70/90/110/130,JOLIE & JOY BY FCT WITH LOVE,TAUPE,POLIESTER 100 %.,399,399
314211,BLUSA JUVENIL,MODA MC,FW26 BLUSA MODA MANGA CORTA JENNIFER LOPEZ COLOR NEGRA CROP CUELLO AMERICANO CON BOTONES AL FRENTE Y BOLSILLOS,70/90/110/130,JENNIFER LOPEZ,NEGRO,POLIESTER 100%.,319,319
314212,INVIERNO,CHAMARRA GRUESA,FM CHAMARRA CORTA C/ GORRO Y CIERRE COLOR BEIGE Y NEGRO,30/50/70/90/110/130,PASTEL,VARIOS,ALGODON 100%.,249,249
314214,INVIERNO LIGERO,SHORT FALDA,ECOMM  RTF  MINI FALDA CON BOTONES AL FRENTE,70/90/110,STRONA FAST FASHION,ROJO,POLIESTER 100%.,349,349
314220,INVIERNO LIGERO,SHORT FALDA,ECOMM  RTF  MINI FALDA CON BOTONES AL FRENTE,70/90/110,STRONA FAST FASHION,VERDE,POLIESTER 100%.,349,349
314225,INVIERNO LIGERO,SHORT FALDA,ECOMM  RTF  MINI FALDA CON BOTONES AL FRENTE,70/90/110,STRONA FAST FASHION,NEGRO,POLIESTER 100%.,349,349
314229,INVIERNO LIGERO,SHORT FALDA,ECOMM  RTF  MINIFALDA EFECTO DESLAVADO,70/90/110,STRONA FAST FASHION,NEGRO,POLIESTER 100%.,349,349
