Codigo,Clase,Familia,Descripcion,Tallas,Marca,Color,Composicion,Precio_reg,Precio_final
314231,BOLSAS,CRUZADA,EXCLUSIVO ECOMMERCE BOLSA CRUZADA CON ESTUCTURA TIPO SAFARY Y FLAT AL FRENTE,10,JENNIFER LOPEZ,WINE,POLYURETHANE 100%.,799,799
314235,BOTTOMS JUVENIL,MODA,RTF PANTALÓN FLUIDO ESTAMPADO TRIBAL COLOR NARANJA SAHARA,70/90/110/130,SAHARA FAST FASHION,BEIGE,ALGODON 75%. POLIAMIDA 25%.,379,379
314236,VERANO JUVENIL,FALDA,"FM, PPB, FALDA CORTAVIENTOS CON CORDÓN ELÁSTICO ESTAMPADO, CON DISEÑO DE LEOPARDO",70/90/110/130,JOLIE & JOY BY FCT WITH LOVE,ANIMAL PRINT,POLIESTER RECICLADO 100 %.,99,99
314241,BOTTOMS JUVENIL,MODA,RTF PANTALÓN FLUIDO ESTAMPADO TRIBAL SAHARA COLOR VERDE,70/90/110/130,SAHARA FAST FASHION,BEIGE,ALGODON 75%. POLIAMIDA 25%.,379,379
314243,INVIERNO LIGERO,PLAYERA ML,PLAYERA DAMA ML VARIOS MODELOS Y VARIOS COLORES,70/90/110,ASANI,VARIOS,POLIESTER 86 %. ELASTANO 14 %.,129,129
314246,VERANO JUVENIL,FALDA,"FM, PPB, FALDA CORTAVIENTOS CON CORDÓN ELÁSTICO ESTAMPADO, CON DISEÑO DE ANIMAL PRINT",70/90/110/130,JOLIE & JOY BY FCT WITH LOVE,ANIMAL PRINT,POLIESTER RECICLADO 100 %.,99,99
314255,VERANO JUVENIL,FALDA,"FM, PPB, FALDA CORTAVIENTOS CON CORDÓN ELÁSTICO ESTAMPADO, CON DISEÑO MILITAR EN TONOS VERDES",70/90/110/130,JOLIE & JOY BY FCT WITH LOVE,OLIVE,POLIESTER RECICLADO 100 %.,99,99
314256,INVIERNO LIGERO,PLAYERA ML,"FM SET BLUSA CUELLO RUSO MANGA LARGA CON CON ESPALDA DESCUBIERTA, COLOR JASPE Y MOKA",50/70/90/110/130/150/170/190,NAKED WARDROBE,DOS VARIANTES,BAMBOO 95 %. SPANDEX 5 %.,149,149
314267,ACCESORIOS,CARTERA,"FM,PPB, TARJETERO COLOR NEGRO CON ESTAMPADO DE CORAZONES MARCA XOXO",10,XOXO,GREY,POLIURETANO 100 %.,289,179
314269,VERANO JUVENIL,FALDA,"FM,PPB, FALDA CON ASIMETRIA EN LA PARTE DE ABAJO EN COLOR CHARCOAL",70/90/110/130,JOLIE & JOY BY FCT WITH LOVE,CHARCOAL,POLYESTER 96%. ELASTANO 4%.,199,199
314270,BOTTOMS JUVENIL,LEVIS,NO ABRIR SALDO 311 SHAPING SKINNY SIREN MX,310/330,LEVIS,AZUL,ALGODON 79%. POLIESTER 19%. ELASTANO 2%.,649,649
314272,BOTTOMS JUVENIL,LEVIS,NO ABRIR  311 SHAPING SKINNY MX_LSA_MOISTEN300_MX,300/302/310/312/320/322,LEVIS,AZUL,ALGODON 87%. LYOCEL 11%. ELASTANO 2%.,649,649
314273,BOTTOMS JUVENIL,LEVIS,ECOMM  311 SHAPING SKINNY MX_MALVA_A_MX_LSA,290/292/300/302/310/312,LEVIS,AZUL,ALGODON 87%. LYOCEL 11%. ELASTANO 2%.,649,649
314274,VERANO JUVENIL,FALDA,"FM,PPB, FALDA CON ASIMETRIA EN LA PARTE DE ABAJO EN COLOR NEGRO",70/90/110/130,JOLIE & JOY BY FCT WITH LOVE,BLACK,POLYESTER 96%. ELASTANO 4%.,199,199
314275,INVIERNO LIGERO,PLAYERA ML,"FM PLAYERA MANGA LARGA, CUELLO REDONDO, COLOR NEGRO Y PALO DE ROSA",70/90/110/130,EMOCIONES,DOS VARIANTES,ALGODON 52%. POLIESTER 48%.,149,149
314280,PLAYERA JUVENIL,PLAYERA REGULAR MC,"FM PLAYERA  M/C C/R, NUDO EN DELANTERO,VARIOS COLORES",70/90/110,ASANI,VARIOS,RAYON 60 %. NYLON 35 %. SPANDEX 5 %.,129,129
314281,BOTTOMS JUVENIL,MODA,RTF PANTALÓN FLUIDO ESTAMPADO TRIBAL SAHARA  COLOR AZUL,70/90/110/130,SAHARA FAST FASHION,BEIGE,ALGODON 75%. POLIAMIDA 25%.,379,379
314284,BLUSA JUVENIL,BASICA SM,BLUSA SIN MANGA CON DRAPEADO EN UN COSTADO COLOR NEGRO MARCA JLO,70/90/110/130,JENNIFER LOPEZ,BLACK,COTTON 95%. ELASTANE 5%.,299,299
314291,VERANO JUVENIL,FALDA,"FM,PPB, FALDA  PLISADA CON RAYAS EN CINTURA COLOR GUINDA",70/90/110/130,JOLIE & JOY BY FCT WITH LOVE,BURGUNDY,POLYESTER 77%. ELASTANO 23%.,249,249
314292,PLAYERA JUVENIL,PLAYERA ECONOMICA MC,"FM PLAYERA CUELLO REDONDO SIN MANGAS, COLORES  BLANCO Y NEGRO",50/70/90,ASANI,DOS VARIANTES,POLIESTER 86 %. ELASTANO 14 %.,99,99
314295,VERANO JUVENIL,FALDA,"FM,PPB, FALDA  PLISADA CON RAYAS EN CINTURA COLOR VERDE",70/90/110/130,JOLIE & JOY BY FCT WITH LOVE,GREEN,POLYESTER 77%. ELASTANO 23%.,249,249
314298,PLAYERA JUVENIL,PLAYERA ECONOMICA MC,SS26  VOLUMEN PLAYERA 18 FOREVER BLANCA CON ESTAMPADO DE PASTEL EN FORMA DE CORAZÓN Y CEREZAS,50/70/90/110/130/150,18 FOREVER,WHITE,COTTON 100%.,149,149
314299,PLAYERA JUVENIL,PLAYERA ECONOMICA MC,"FM PLAYERA MANGA CORTA, CUELLO REDONDO, COLOR PERLA",90/110,EMOCIONES,PERLA,ALGODON 50%. POLIESTER 50%.,89,89
314301,VERANO JUVENIL,SHORT,SS26  VOLUMEN SHORT LUCKY STAR COLOR NEGRO,70/90/110/130/150,LUCKY STAR,BLACK,ALGODON 67%. POLIESTER 26%. VISCOSA 4%. ELASTANO 3%.,219,219
314303,VERANO JUVENIL,FALDA,"FM, PPB, FALDA BLANCA CON DISEÑO DE FLORES AZULES",70/90/110/130,JOLIE & JOY BY FCT WITH LOVE,WHITE,RAYON 68 %. POLYESTER 32 %.,279,279
314308,VERANO JUVENIL,FALDA,"FM, PPB, FALDA BLANCA CON DISEÑO DE CUADROS EN TONOS NEGRO Y BLANCO",70/90/110/130,JOLIE & JOY BY FCT WITH LOVE,BLACK AND WHITE,RAYON 68 %. POLYESTER 32 %.,279,279
314309,PLAYERA JUVENIL,PLAYERA ECONOMICA MC,"FM PLAYERA MANGA CORTA, CUELLO REDONDO, COLOR NEGRO",50/70/90/110,EMOCIONES,NEGRO,ALGODON 50%. POLIESTER 50%.,89,89
314310,INVIERNO LIGERO,VESTIDO INVIERNO,FM.  BELTED PLAID ROLL SLEEVE BUTTON FRONT TUNIC. BLUSA LRGA CON CINTURÓN POR LA CINTURA.,70/90/110/130,LIKE AN ANGEL,KHAKY,POLYESTER 100 %.,299,179
314312,VERANO JUVENIL,FALDA,"FM, PPB, MINIFALDA CON CINTURA CORSÉ EN CONTRASTE Y BAJO ABOINADO",70/90/110/130,JOLIE & JOY BY FCT WITH LOVE,BLACK,POLYESTER 80 %. SPANDEX 20 %.,279,279
314313,VERANO JUVENIL,FALDA,"FM,PPB, FALDA CORTA CON PLIEGUES DELANTEROS",70/90/110/130,JOLIE & JOY BY FCT WITH LOVE,BLACK,POLYESTER 77 %. RAYON 17 %. ELASTANO 6 %.,299,299
314318,PLAYERA JUVENIL,PLAYERA ECONOMICA MC,"FM PLAYERA MANGA CORTA, CUELLO REDONDO, COLOR BLANCO",70/90/110,EMOCIONES,BLANCO,ALGODON 50%. POLIESTER 50%.,89,89
314323,PLAYERA JUVENIL,PLAYERA ECONOMICA MC,"FM PLAYERA SIN MANGAS, CUELLO REDONDO ATERCIOPELADA, COLOR LADRILLO",90/130,EMOCIONES,LADRILLO,ALGODON 50 %. POLIESTER 50 %.,89,89
314324,PLAYERA JUVENIL,PLAYERA ECONOMICA MC,"FM CROP TOP MANGA CORTA, (STITCH) TIE DYE AMARILLO",70/90/110/130,DISNEY,AMARILLO,ALGODON 100%.,69,69
314325,BOTTOMS JUVENIL,LEVIS,NO ABRIR SALDO 312 SHAPING SLIM LSA_RNKAS_MID4,290/300/310/320,LEVIS,AZUL,COTTON 80%. ELASTANE 2%. POLYESTER 18%.,649,649
314328,ACCESORIOS,CARTERA,"FM,PPB, CARTERA ROSA CON ESTAMPADO DE CORAZONES MARCA XOXO",10,XOXO,PINK,POLIURETANO 100 %.,359,199
314333,BOTTOMS JUVENIL,LEVIS,NO ABRIR SALDO 312 SHAPING SLIM LSA_RNKAS_DARK4,290/300/310,LEVIS,AZUL,COTTON 80%. POLYESTER 18%. ELASTANE 2%.,649,649
314341,BOLSAS,CRUZADA,EXCLUSIVO ECOMMERCE BOLSA CRUZADA CON ESTUCTURA TIPO SAFARY Y FLAT AL FRENTE Y HERRAJE METALICO PLATEADO,10,JENNIFER LOPEZ,BROWN,POLYURETHANE 100%.,799,799
314349,INVIERNO LIGERO,VESTIDO INVIERNO,FM .  BELTED PLAID ROLL SLEEVE BUTTON FRONT TUNIC. LUA DE 3/4 A CUADROS CON CINTO POR LA CINTURA.,70/90/110/130,LIKE AN ANGEL,BURGUNDY,POLYESTER 100 %.,299,199
314350,VERANO JUVENIL,FALDA,"FM,PPB, FALDA LARGA TIPO CARGO CON ELASTICOS AJUSTABLES",70/90/110/130,JOLIE & JOY BY FCT WITH LOVE,OLIVE,POLIESTER 80 %. COTTON 20 %.,179,179
314353,VERANO JUVENIL,FALDA,"FM,PPB, FALDA LARGA DE SATIN EN COLOR SAND",70/90/110/130,JOLIE & JOY BY FCT WITH LOVE,SAND,POLIESTER 96 %. ELASTANO 4 %.,149,149
314354,ACCESORIOS,CARTERA,"FM,PPB, CARTERA TAUPE CON ESTAMPADO DE CORAZONES MARCA XOXO",10,XOXO,TAUPE,POLIURETANO 100 %.,359,229
314356,PLAYERA JUVENIL,PLAYERA ECONOMICA MC,"FM PLAYERA MINNIEMICKEY LOVE, MANGA CORTA ROJA",70/90/110/130,DISNEY MINNIE MOUSE,ROJO,ALGODON 50 %. POLIESTER 50 %.,99,99
314359,INVIERNO LIGERO,BLUSA INVIERNO,FW26 CLON SKU 378772 BLUSA DE SUEDE CON BOTONES DE PRESION COLOR PLATA COLOR OLIVE,70/90/110/130,JENNIFER LOPEZ,OLIVE,POLYESTER 95 %. SPANDEX 5 %.,499,499
314362,PLAYERA JUVENIL,PLAYERA ECONOMICA MC,"FM PLAYERA MANGA CORTA (MICKEY CON OSO), COLOR ROJO",110/130/150/170,DISNEY MICKEY MOUSE,ROJO,ALGODON 100 %.,99,99
314371,BOTTOMS JUVENIL,LEVIS,ECOMM  314 SHAPING STRAIGHT DARKEST SKY,280/282/320/322,LEVIS,AZUL,ALGODON 60%. POLIESTER 16%. VISCOSA 22%. ELASTANO 2%.,649,649
314379,BOLSAS,CRUZADA,EXCLUSIVO ECOMMERCE BOLSA CRUZADA CON ESTUCTURA TIPO SAFARY Y FLAT AL FRENTE Y HERRAJE METALICO PLATEADO,10,JENNIFER LOPEZ,OLIVE,POLYURETHANE 100%.,799,799
314389,INVIERNO LIGERO,BLUSA INVIERNO,FW26 BLUSA DE SUEDE COLOR CAMEL  CON BOTONES DE PRESION COLOR PLATA MARCA JLO,70/90/110/130,JENNIFER LOPEZ,CAMEL,POLYESTER 95%. SPANDEX 5%.,499,499
314396,PLAYERA JUVENIL,PLAYERA REGULAR MC,SS26   VOLUMEN PLAYERA LUCKY STAR COLOR NEGRO 220 GSM,50/70/90/110/130/150,LUCKY STAR,BLACK,COTTON 100%.,179,179
314397,BOTTOMS JUVENIL,LEVIS,SALDO NO ABRIR 314 SHAPING STRAIGHT LSA_RNKAS_MID3,290/300/310/320,LEVIS,AZUL,ALGODON 80%. POLIESTER 18%. ELASTANO 2%.,649,649
314399,PLAYERA JUVENIL,PLAYERA ECONOMICA MC,"FM PLAYERA MANGA CORTA MICKEY (FEELING AWESOME), COLOR ROJO",110/130/150/170,DISNEY MICKEY MOUSE,ROJO,ALGODON 100 %.,99,99
314403,PLAYERA JUVENIL,PLAYERA ECONOMICA MC,"FM PLAYERA MANGA CORTA (STITCH), COLOR MARINO",130/150,DISNEY,MARINO,ALGODON 100 %.,99,99
314417,ACCESORIOS,CARTERA,"ECOMM CARTERA GUESS , BRECKEN CLUTCH, COLOR ROSA",10,GUESS FACTORY,ROSA,PVC 100%.,1199,1199
314423,BOLSAS,CRUZADA,EXCLUSIVO ECOMMERCE BOLSA CRUZADA CON ESTUCTURA TIPO SAFARY Y FLAT AL FRENTE Y HERRAJE METALICO PLATEADO,10,JENNIFER LOPEZ,OFFWHITE,POLYURETHANE 100%.,799,799
314443,VESTIDO JUVENIL,VESTIDO CASUAL,"FM VESTIDO MANGA CORTA, CON ESCOTE Y ABERTURA EN ABDOMEN, COLOR ANIMAL PRINT, COCOA",70/90/110,HEART HIPS,ANIMAL PRINT,ALGODON 60 %. RAYON 35 %. ELASTANO 5 %.,199,199
314462,BOTTOMS JUVENIL,LEVIS,SALDO NO ABRIR 314 SHAPING STRAIGHT LSA_RNKAS_DARK3,290/300/310,LEVIS,AZUL,COTTON 80%. POLYESTER 18%. ELASTANE 2%.,649,649
314464,VESTIDO JUVENIL,VESTIDO CASUAL,"FM VESTIDO SIN MANGAS, CON ABERTURA EN ESCOTE, COLOR MAUVE",70/90/110,HEART HIPS,MAUVE,ALGODON 60 %. RAYON 35 %. ELASTANO 5 %.,199,199
314472,INVIERNO LIGERO,CHAMARRA LIGERA,FM CHAMARRA CORTA CON CUELLO V COLOR BEIGE Y AZUL,30/50/70/90/110/130,PASTEL,BEIGE,POLIESTER 100%.,249,139
314476,PLAYERA JUVENIL,PLAYERA REGULAR MC,SS26  VOLUMEN PLAYERA LUCKY STAR COLOR BLANCO 220 GSM,50/70/90/110/130/150,LUCKY STAR,WHITE,COTTON 100%.,179,179
314484,BOTTOMS JUVENIL,SALDOS,FM. TWILL BELTED COWGIRL PLEATED MINI SKIRT. FALDA CORTA PARA DAMA JOVEN.,70/90/110/130,SPOON JEANS,MID BLUE,COTTON 98%. SPANDEX 2%.,269,269
314487,BOTTOMS JUVENIL,LEVIS,SALDO NO ABRIR 315 SHAPING BOOT LSA_RNKAS_MID2,290/300/310,LEVIS,AZUL,COTTON 80%. POLYESTER 18%. ELASTANO 2%.,649,649
314496,ACCESORIOS,CARTERA,"FM,PPB, TARJETERO COLOR ROSA CON NEGRO Y ESTAMPADO DE CORAZONES MARCA XOXO",10,XOXO,PINK,POLIURETANO 100 %.,289,179
314507,ACCESORIOS,CARTERA,"ECOMM CARTERA GUESS , HADDINGTON ZIP AROUND, COLOR NEGRO",10,GUESS FACTORY,NEGRO,PVC 100%.,1199,829
314516,INVIERNO LIGERO,SUDADERA LIGERA,FW26 SUDADERA COLOR VINO MARCA HARRY POTTER CON ESCUDO Y GLITTER AL FRENTE DORADO,70/90/110/130,HARRY POTTER DTR,ROJO,ALGODON 50%. POLIESTER 50%.,499,499
314519,BLUSA JUVENIL,MODA ML,"FM BODY M/L, CANESU Y MESH, GOTA EN ESPALDA, COLOR VERDE",70/90/110,IRIS,VERDE,POLIESTER 90 %. SPANDEX 10 %.,199,199
314522,BOTTOMS JUVENIL,LEGGING,"FM, PANTALON DAMA TIPO LEGGIN CON BOLSAS FUNCIONALES COLOR NEGRO",300/320/340/360,MAZE COLLECTION,BLACK,POLIESTER 95 %. ELASTANO 5 %.,299,299
314524,BLUSA JUVENIL,MODA ML,"FM  BODY M/L, CANESU Y MESH, GOTA EN ESPALDA, COLOR NUDE",70/90/110,IRIS,NUDE,POLIESTER 90 %. SPANDEX 10 %.,199,199
314526,BLUSA JUVENIL,MODA MC,"FM BODY RIB BRUSH, MANGA CORTA, CUELLO REDONDO, COLOR MENTA",70/90/110,HAUTE MONDE,MENTA,POLIESTER 95 %. SPANDEX 5 %.,129,129
314527,BOTTOMS JUVENIL,LEVIS,NO ABRIR SALDO 315 SHAPING BOOT LSA_RNKAS_DARK2,290/300,LEVIS,AZUL,COTTON 80%. POLYESTER 18%. ELASTANE 2%.,649,649
314528,BOTTOMS JUVENIL,LEGGING,"FM, PANTALON DAMA TIPO LEGGIN AJUSTADOS COLOR NEGRO",300/320/340/360,MAZE COLLECTION,BLACK,POLIESTER 95 %. ELASTANO 5 %.,299,299
314529,BLUSA JUVENIL,MODA MC,"FM BODY RIB BRUSH, MANGA CORTA, CUELLO REDONDO, COLORES DURAZNO, IVORY",70/90/110,HAUTE MONDE,DOS VARIANTES,POLIESTER 95 %. SPANDEX 5 %.,129,129
314532,ACCESORIOS,CARTERA,"ECOMM CARTERA GUESS , HADDINGTON ZIP AROUND, COLOR ROSA",10,GUESS FACTORY,ROSA,PVC 100%.,1199,829
314533,ACCESORIOS,CARTERA,"ECOMM CARTERA GUESS FACTORY , HADDINGTON ZIP AROUND, COLOR VERDE ESMERALDA",10,GUESS FACTORY,VERDE ESMERALDA,PVC 100%.,1199,829
314534,BOTTOMS JUVENIL,SALDOS,FM. TWILL BELTED COWGIRL PLEATED MINI SKIRT. FALDA CORTA PAR ADAMA JOVEN CON CINTURÓ POR LA CINTURA.,70/90/110/130,LIKE AN ANGEL,BLACK,COTTON 97 %. SPANDEX 3 %.,349,349
314535,ACCESORIOS,CARTERA,"ECOMM CARTERA  GUESS FACTORY , HADDINGTON ZIP AROUND, COLOR BEIGE.",10,GUESS FACTORY,BEIGE,PVC 100%.,1199,1199
314537,ACCESORIOS,CARTERA,"ECOMM CARTERA  GUESS FACTORY , HADDINGTON ZIP AROUND, COLOR ROJO",10,GUESS FACTORY,ROJO,PVC 100%.,1199,1199
314538,ACCESORIOS,CARTERA,"ECOMM CARTERA GUESS FACTORY , HADDINGTON WRISTLET, COLOR NEGRO",10,GUESS FACTORY,NEGRO,PVC 100%.,1099,1099
314540,ACCESORIOS,CARTERA,"ECOMM CARTERA  GUESS FACTORY , HADDINGTON WRISTLET, COLOR ROSA",10,GUESS FACTORY,ROSA,PVC 100%.,1099,759
314542,ACCESORIOS,CARTERA,"ECOMM CARTERA  GUESS FACTORY , HADDINGTON WRISTLET, COLOR VERDE ESMERALDA",10,GUESS FACTORY,VERDE ESMERALDA,PVC 100%.,1099,1099
314543,ACCESORIOS,CARTERA,"ECOMM CARTERA GUESS FACTORY , HADDINGTON WRISTLET,COLOR ROJO",10,GUESS FACTORY,ROJO,PVC 100%.,1099,749
314544,ACCESORIOS,CARTERA,"ECOMM CARTERA  GUESS FACTORY , OAKBANK CLUTCH, COLOR CAFE",10,GUESS FACTORY,CAFE,PVC 100%.,1099,599
314545,ACCESORIOS,CARTERA,"ECOMM CARTERA  GUESS FACTORY , OAKBANK CLUTCH, COLOR VERDE OLIVO",10,GUESS FACTORY,VERDE OLIVO,PVC 100%.,1099,1099
314549,ACCESORIOS,CARTERA,"ECOMM CARTERA  GUESS FACTORY , OAKBANK CLUTCH, COLOR NEGRO",10,GUESS FACTORY,NEGRO,PVC 100%.,1099,759
314550,ACCESORIOS,CARTERA,"ECOMM CARTERA  GUESS FACTORY , OAKBANK CLUTCH, COLOR BEIGE",10,GUESS FACTORY,BEIGE,PVC 100%.,1099,759
314551,BOLSAS,DE HOMBRO,"ECOMM BOLSA GUESS FACTORY , BRECKEN SATCHEL",10,GUESS FACTORY,NEGRO,PVC 100%.,2399,1679
314553,BLUSA JUVENIL,MODA MC,FW26 BLUSA JUVENIL MODA MANGA CORTA COLOR AZUL DE RAYAS CUELLO AMERCANO ABOTONADA CON PINZAS EN BUSTO,70/90/110/130,18 FOREVER,AZUL,ALGODON 97 %. ELASTANO 3 %.,249,249
314556,BOLSAS,DE HOMBRO,"ECOMM BOLSA  GUESS FACTORY , BRECKEN SATCHEL",10,GUESS FACTORY,CAFE,PVC 100%.,2399,1679
314558,BOLSAS,DE HOMBRO,"ECOMM BOLSA  GUESS FACTORY , BRECKEN SATCHEL, COLOR VERDE",10,GUESS FACTORY,VERDE OLIVO,PVC 100%.,2399,1499
314559,BOLSAS,DE HOMBRO,"ECOMM BOLSA GUESS FACTORY , BRECKEN SATCHEL, COLOR ROSA",10,GUESS FACTORY,ROSA,PVC 100%.,2399,2399
314564,BOLSAS,DE HOMBRO,"ECOMM BOLSA  GUESS FACTORY , BRECKEN TOTE",10,GUESS FACTORY,NEGRO,PVC 100%.,2399,1679
314568,BLUSA JUVENIL,MODA MC,"FM BODY RIB BRUSH, MANGA CORTA, CUELLO REDONDO, COLORES AZUL Y MENTA",70/90/110,HAUTE MONDE,DOS VARIANTES,POLIESTER 95 %. SPANDEX 5 %.,129,129
314570,BOLSAS,DE HOMBRO,"ECOMM BOLSA  GUESS FACTORY , BRECKEN TOTE, COLOR CAFE",10,GUESS FACTORY,CAFE,PVC 100%.,2399,1679
314576,ACCESORIOS,CARTERA,"FM,PPB, TARJETERO COLOR TAUPE CON NEGRO Y ESTAMPADO DE CORAZONES MARCA XOXO",10,XOXO,TAUPE,POLIURETANO 100 %.,289,199
314583,BLUSA JUVENIL,MODA MC,"FM BODY HOMBRO CAIDO, CON CRUCE EN DELANTERO Y BODY M/C, CON CRUCE EN DELANTERO Y OLANES EN MANGAS, COLOR NEGRO",70/90/110,HAUTE MONDE,NEGRO,POLIESTER 100 %.,179,179
314584,BOLSAS,DE HOMBRO,"ECOMM BOLSA GUESS , BRECKEN TOTE, COLOR VERDE OLIVO",10,GUESS FACTORY,VERDE OLIVO,PVC 100%.,2399,1679
314585,INVIERNO LIGERO,BLUSA INVIERNO,FM. PLAID SHACKET . BLUSA DE CUADROS CON BOLSILLOS POR EL FRENTE A BOTONES PARA DAMA JOVEN.,70/90/110/130,SPOON JEANS,RED,COTTON 55 %. POLYESTER 45 %.,299,159
314586,BOLSAS,DE HOMBRO,"ECOMM BOLSA  GUESS FACTORY , BRECKEN TOTE, COLOR ROSA",10,GUESS FACTORY,ROSA,PVC 100%.,2399,2399
314589,BOLSAS,DE HOMBRO,"ECOMM BOLSA  GUESS FACTORY , CARRIS HOBO, COLOR CAFE.",10,GUESS FACTORY,CAFE,PVC 100%.,1999,1399
314590,BOLSAS,DE HOMBRO,"ECOMM BOLSA  GUESS FACTORY, COLOR NEGRO",10,GUESS FACTORY,NEGRO,PVC 100%.,1999,1999
314595,VESTIDO JUVENIL,PLAYA,"FM,PPB, VESTIDO LARGO CON TIRANTES FINOS AJUSTABLES Y LAZO EN LA PARTE DELANTERA",70/90/110/130,JOLIE & JOY BY FCT WITH LOVE,ORANGE,RAYON 100%.,379,379
314598,BLUSA JUVENIL,MODA MC,"FM BODY HOMBRO CAIDO, CON CRUCE EN DELANTERO, COLOR CORAL",70/90/110,HAUTE MONDE,CORAL,POLIESTER 100 %.,179,179
314599,BOLSAS,CRUZADA,EXCLUSIVO ECOMMERCE BOLSA CRUZADA CON ESTUCTURA TIPO SAFARY Y FLAT AL FRENTE Y HERRAJE METALICO PLATEADO,10,JENNIFER LOPEZ,BLACK,POLYURETHANE 100%.,799,799
314600,VESTIDO JUVENIL,PLAYA,"FM,PPB, VESTIDO LARGO CON TIRANTES FINOS AJUSTABLES Y LAZO EN LA PARTE DELANTERA",70/90/110/130,JOLIE & JOY BY FCT WITH LOVE,NAVY,RAYON 100%.,379,379
314602,INVIERNO LIGERO,BLUSA INVIERNO,FM. PLAID SHACKET CAMISA DE CUADROS PARA DAMA JOVEN CON BOTONES POR EL FRENTE Y BOLSILLOS POR EL FRENTE.,70/90/110/130,SPOON JEANS,RUST,COTTON 55 %. POLYESTER 45 %.,299,299
314608,BOLSAS,DE HOMBRO,"ECOMM BOLSA GUESS , HADDINGTON CARRYALL",10,GUESS,ROSA,PVC 100 %.,2199,1529
314611,BOLSAS,CRUZADA,EXCLUSIVO ECOMMERCE BOLSA CRUZADA CON ESTUCTURA TIPO SAFARY Y FLAT AL FRENTE Y HERRAJE METALICO PLATEADO,10,JENNIFER LOPEZ,WINE,POLYURETHANE 100%.,799,799
314613,BOLSAS,DE HOMBRO,"ECOMM BOLSA GUESS FACTORY , HADDINGTON CARRYALL, COLOR VERDE ESMERALDA",10,GUESS FACTORY,VERDE ESMERALDA,PVC 100%.,2199,1229
314618,BOLSAS,DE HOMBRO,"ECOMM BOLSA  GUESS FACTORY , HADDINGTON CARRYALL, COLOR BEIGE",10,GUESS FACTORY,BEIGE,PVC 100%.,2199,1529
314622,INVIERNO LIGERO,BLUSA INVIERNO,FM. PLAID DRAPY TOP. CAMISA LARGA PARA DAMA JOVEN A 3/4 CON BOTONES Y BOLSILLOS POR EL FRENTE.,70/90/110/130,SPOON JEANS,BLACK AND WHITE,RAYON 100 %.,299,179
314623,VESTIDO JUVENIL,PLAYA,"FM,PPB, VESTIDO LARGO CON TIRANTES FINOS AJUSTABLES Y LAZO EN LA PARTE DELANTERA",70/90/110/130,JOLIE & JOY BY FCT WITH LOVE,DENIM,RAYON 100%.,379,379
314625,ACCESORIOS,CARTERA,"FM,PPB, TARJETERO COLOR NEGRO CON ESTAMPADO DE CORAZONES MARCA XOXO",10,XOXO,BLACK,POLIURETANO 100 %.,289,179
314631,BOLSAS,DE HOMBRO,"ECOMM BOLSA  GUESS FACTORY , HADDINGTON CARRYALL, COLOR ROJO",10,GUESS FACTORY,ROJO,PVC 100%.,2199,1529
314636,BOLSAS,MOCHILA,"ECOMM BOLSA GUESS FACTORY CARRIS BACKPACK,COLOR CAFE",10,GUESS FACTORY,CAFE,PVC 100%.,2099,1459
314637,BLUSA JUVENIL,MODA MC,"FM BODY HOMBRO CAIDO, CON CRUCE EN DELANTERO, COLOR DURAZNO Y AZUL REY",70/90/110,HAUTE MONDE,DOS VARIANTES,POLIESTER 100 %.,179,179
314640,VESTIDO JUVENIL,PLAYA,"FM,PPB, VESTIDO MINI BODY CON GANCHOS Y OJALES EN LA PARTE DELANTERA Y BASE DE BALLET LISA",70/90/110/130,JOLIE & JOY BY FCT WITH LOVE,CHERRY,RAYON 100 %.,199,199
314641,BOLSAS,MOCHILA,"ECOMM BOLSA GUESS FACTORY CARRIS BACKPACK, COLOR NEGRO",10,GUESS FACTORY,NEGRO,PVC 100%.,2099,2099
314642,BOLSAS,MOCHILA,ECOMM BOLSA GUESS FACTORY CARRIS BACKPACK,10,GUESS FACTORY,NEGRO,PVC 100%.,2199,2199
314645,VESTIDO JUVENIL,VESTIDO CASUAL,"FM,PPB, VESTIDO SIN TIRANTES CON BOLSILLO CARGO Y ZIPPER DELANTERO",70/90/110/130,JOLIE & JOY BY FCT WITH LOVE,BLACK,POLYESTER 95 %. ELASTANO 5 %.,299,299
314646,INVIERNO LIGERO,BLUSA INVIERNO,FM. PLAID DRAPY TOP. CAMISA LARGA PARA DAMA JOVEN A 3/4 CON BOTONES Y BOLSILLOS POR EL FRENTE.,70/90/110/130,SPOON JEANS,BLUE,RAYON 100 %.,299,159
314649,ACCESORIOS,CARTERA,FM  PPB TARJETERO / MONEDERO NEGRO CON BLANCO,10,XOXO,BLACK,POLIURETANO 100 %.,289,289
314651,VESTIDO JUVENIL,VESTIDO CASUAL,"FM,PPB, VESTIDO LARGO ESTAMPADO CON LAZO EN LOS HOMBROS MULTICOLOR",70/90/110/130,JOLIE & JOY BY FCT WITH LOVE,MULTICOLOR,POLYESTER 100 %.,379,379
314652,BOLSAS,MOCHILA,"ECOMM BOLSA GUESS FACTORY SHANEWOOD BACKPACK, COLOR CAFE",10,GUESS FACTORY,CAFE,PVC 100%.,2199,1529
314654,BOLSAS,MOCHILA,"ECOMM BOLSA GUESS FACTORY SHANEWOOD BACKPACK, COLOR CAFE",10,GUESS FACTORY,CAFE,PVC 100%.,2199,1529
